Monitor - Gender Equality,,,,,,,,,, 
Date,Development,Forecast,Signpost,Slider Score,Sector Impacted,Who is impacted?,National Security Considerations,Link,Additional Link and/or note,Domains of Assessment
2/12/2025,"An apparent attempt by the U.S. Census Bureau to follow an executive order by President Trump targeting gender identity led to the public losing access for days to certain key statistics. Close to two weeks after users first noticed many parts of the bureau's website — like those of other agencies — had gone dark, the federal government's largest statistical agency has yet to make any public statement about the disappearing data and research, at least some of which now appears to be restored.",Forecast - Political Disruption,Signpost - Public information and data erasure in government systems,2,Federal Agencies,Academic and public health researchers,no,https://www.npr.org/2025/02/12/nx-s1-5289329/us-census-bureau-survey-data,,Material Impact
2/12/2025,"A federal judge on Tuesday ordered the Department of Health and Human Services, Centers for Disease Control and Prevention and Food and Drug Administration to restore webpages and data that had been scrubbed in compliance with President Trump's executive order on gender ideology while litigation moves forward.",Forecast - Political Progression ,"Signpost - Judicial rulings or injuctions that reinforce, expand, or affirm gender, reproductive, or LGBTQ+ rights",-3,Federal Judiciary,Academic and public health researchers,no,https://www.cbsnews.com/news/judge-orders-hhs-cdc-fda-restore-deleted-webpages-health-information/,,Procedural/Institutional
2/12/2025,"In response to US President Donald Trump's actions against transgender, Deloitte US has now made changes to its policies. According to Financial Times report, the firm has instructed consultants in its government and public services division to remove gender pronouns from their email signatures, citing the need to ""align with new government client practices and requirements."" In addition to this, Deloitte US has also announced that it would discontinue its diversity goals, yearly diversity, equity, and inclusion (DEI) reports, and DEI programs, the FT reportstated.",Forecast- Status Quo,,-1,Corporate/Private Sector,Trans and gender-diverse workforce,no,https://www.ft.com/content/1230c47d-6b93-4b8d-8f2a-175b7e01c31e,,Societal Behavior and Norms
2/13/2025,"Outright International released its Defunding Freedom report detailing the impacts of U.S. foreign aid cuts on LGBTQ+ people globally. Such impacts include the termination of grants, the shuttering of programs, and the cessation of life-saving services.",Forecast - Diplomatic Disruption,"Signpost - US withdrawal from or defunding of international organizations advancing gender, LGBTQ+, or reproductive rights",3,International/Multilateral,"women and LGBTQ+ beneficiaries, international gender rights organizations",no,https://outrightinternational.org/our-work/human-rights-research/defunding-freedom-impacts-us-foreign-aid-cuts-lgbtiq-people?mc_cid=f63f3a9171&mc_eid=3c347d0340&mc_cid=f63f3a9171&mc_eid=3c347d0340,,Material Impact
2/13/2025,"A federal judge ordered the Trump administration to restore funding for hundreds of foreign aid contractors who say they’ve been devastated by President Donald Trump’s abrupt — and, in their view, illegal — 90-day blanket freeze.
",Forecast - Diplomatic Progression ,"Signpost - Reaffirming support of international organizations supporting gender, LGBTQ+, and reproductive rights",-2,Federal Judiciary,"federal workforce, US- funded civil society organizations",no,https://www.politico.com/news/2025/02/13/foreign-aid-funding-trump-administration-00204289,,Procedural/Institutional
2/13/2025,"A federal judge temporarily blocked President Donald Trump’s recent executive order aimed at restricting gender-affirming health care for transgender people under age 19.
",Forecast - Political Progression ,"Signpost - Judicial rulings or injuctions that reinforce, expand, or affirm gender, reproductive, or LGBTQ+ rights",-2,Federal Judiciary,transgender and gender-diverse youth,no,https://apnews.com/article/judge-restraining-order-trump-transgender-health-care-8f8d935a3e757a1700dfb7363a67b07b,,Procedural/Institutional
2/14/2025,The U.S. Census Bureau under the Trump administration has sought permission to delete questions about gender identity from a monthly survey that gathers near real-time data about American life. The Census Bureau two weeks ago asked the Office of Management and Budget for permission to delete questions about gender identity from the Household Trends and Outlook Pulse Survey. The agency said the request was made to align with President Donald Trump’s order stripping federal money from programs that “promote gender ideology.”,Forecast - Political Disruption,Signpost - Public information and data erasure in government systems,4,Federal Agencies,transgender and gender-diverse individuals,indirect,https://apnews.com/article/lgbtq-gender-identity-census-1e3d9a89c757091ef4a29700edabbd51,,Procedural/Institutional
2/15/2025,"Signaling a major shift in civil rights enforcement, the federal agency that enforces workplace anti-discrimination laws has moved to dismiss six of its own cases on behalf of workers alleging gender identity discrimination, arguing that the cases now conflict with President Donald Trump’s recent executive order, court documents say.
",Forecast - Political Disruption,Signpost - Politicization or repurposing of protective institutions for political objectives,3,Federal Agencies,transgender and gender-diverse individuals,no,https://apnews.com/article/eeoc-trump-gender-identity-discrimination-alabama-73a065c8aa5e0060472e1cac1ecd8212,,Material Impact
2/15/2025,A second federal judge on Friday paused President Donald Trump's executive order halting federal support for gender-affirming care for transgender youth under 19.,Forecast - Political Progression ,"Signpost - Judicial rulings or injuctions that reinforce, expand, or affirm gender, reproductive, or LGBTQ+ rights",-2,Federal Judiciary,transgender and gender-diverse youth,no,https://www.npr.org/2025/02/15/nx-s1-5298655/gender-affirming-care-trans-youth-judge-ruling,,Procedural/Institutional
2/16/2025,"The U.S. Army has announced it will no longer allow transgender people to join the service. This was the first U.S. military branch to publicly announce the ban. On Friday, Feb. 14, the U.S. Army said it would stop accepting transgender service members and would stop performing or “facilitating procedures associated with gender transition for service members.”",Forecast - Hybrid Political/Security Disruption,Signpost - Removal of qualified civil servants and service members in national security sectors due to sexual orientation or gender identity,4,Federal Executive,Trans military personnel,yes,https://san.com/cc/army-no-longer-accepting-transgender-service-members-following-trump-order/,https://www.wbaltv.com/article/restrictions-transgender-military-service-take-effect-legal-battle/63809588,Procedural/Institutional
2/16/2025,"Protests are set to take place in several major cities across the U.S. on Monday, the Presidents Day holiday, according to activists. These demonstrations are being organized by the 50501 Movement, which stands for ""50 protests. 50 states. 1 movement."" The protests are a response to what organizers describe as ""the anti-democratic and illegal actions of the Trump administration."" This marks the second nationwide protest by the group, following an event held on Feb. 5. The protests follow a series of executive orders signed by President Trump, including actions led by billionaire Elon Musk, which have been criticized for their aims to diminish the role of the federal government.",Forecast - Political Disruption,"Signpost - Mass, coordinated protests creating system-level political pressure",2,Civil Society/NGOs,local residents,indirect,https://www.npr.org/2025/02/16/nx-s1-5297117/50501-movement-presidents-day-protests-explainer,,Material Impact
2/16/2025,"On Thursday night, the National Park Service removed the words transgender and queer from the web pages of the Stonewall National Monument in New York City. The move, taken in the wake of Trump’s so-called gender ideology executive order, represented yet another step in the administration’s ongoing attempt to erase trans people from public life—and now, their own history. A 15-part video series about the Stonewall Riots—a three-day uprising against anti-queer police harassment that occurred on the site in June 1969, which is widely celebrated as galvanizing the nascent gay rights movement—was also removed, and every use of “LGBTQ+” was lopped down to “LGB.”",Forecast - Political Disruption,Signpost - Public information and data erasure in government systems,2,Federal Agencies,"transgender and gender-diverse individuals, LGBTQ+ individuals",no,https://slate.com/news-and-politics/2025/02/stonewall-monument-transgender-removal-nps-website-trump-history.html,,Discursive/Symbolic
2/17/2025,A federal judge will hear arguments Tuesday from six transgender service members and two hoping to join the military who say President Donald Trump’s executive order banning them from service violates the U.S. Constitution.,Forecast- Status Quo,,0,Federal Judiciary,Trans military personnel,yes,https://www.wusa9.com/article/news/politics/federal-fallout/transgender-service-members-head-to-court-to-fight-president-donald-trump-executive-order-barring-them-from-military/65-b192f4e7-59b4-4b7f-8dd3-c0024d083874,,Procedural/Institutional
2/17/2025,The Education Department is investigating whether five Northern Virginia school districts violated Title IX and one of President Trump’s recent executive orders by allowing transgender students to use their chosen name and pronouns at school and access restrooms and locker rooms that match their gender identity.,Forecast - Political Disruption,Signpost - Federal agency intervention targeting states resisting discriminatory federal policies,2,State Government,transgender and gender-diverse youth,no,https://thehill.com/homenews/lgbtq/5149578-education-department-northern-virginia-schools-transgender-students-trump-executive-order/,,Procedural/Institutional
2/17/2025,"Citing a recent executive order from President Donald Trump, the U.S. Equal Employment Opportunity Commission (EEOC) filed a joint motion Thursday to dismiss a discrimination lawsuit against Home2 Suites by Hilton Hotel in Dothan.“On January 20, 2025, President Trump issued an Executive Order titled 'Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government,‘“ the motion reads.",Forecast - Political Disruption,Signpost - Politicization or repurposing of protective institutions for political objectives,2,Federal Agencies,"LGBTQ+ individuals, transgender and gender-diverse individuals",no,https://www.al.com/politics/2025/02/trump-gender-identity-order-prompts-equal-opportunity-lawyer-to-dismiss-alabama-hotel-discrimination-lawsuit.html,,Material Impact
2/18/2025,"In a heated exchange Tuesday, a federal judge pressed the Justice Department on an executive order from President Donald Trump that directed the military to stop using preferred pronouns, arguing there was no link between pronouns and military readiness.",Forecast- Status Quo,,0,Federal Judiciary,Trans military personnel,no,https://www.nbcnews.com/politics/justice-department/judge-attorney-heated-exchange-pronouns-trump-transgender-military-ban-rcna192728,,Discursive/Symbolic
2/18/2025,"A bill is expected to be introduced at the statehouse soon that would make misgendering or “deadnaming” — when a transgender person is called by the name they used prior to transitioning — a specific form of discrimination and harassment. The goal for backers is to make it easier for transgender individuals to file a lawsuit or a complaint under the Colorado Anti-Discrimination Act. To do that though, the person would have to show the violation was intentionally reckless, not an honest mistake.",Forecast- Status Quo,,0,State Government,"local residents, transgender and gender-diverse individuals",no,https://www.cpr.org/2025/02/18/deadnaming-transgender-harassment-bill/,,Procedural/Institutional
2/18/2025,"The Trump administration is pushing Romania to lift travel restrictions on Andrew Tate, a right-wing influencer and Trump backer who with his brother is facing a cascade of charges and investigations over allegations of human trafficking, money laundering and rape. Richard Grenell, a close advisor to President Donald Trump, told Romanian Foreign Minister Emil Hurezeanu during a Munich meeting last week that he ""remains interested in the fate of the Tate brothers,"" Hurezeanu told EuroNews Romania on Tuesday.",Forecast - Diplomatic Disruption,Signpost - US foreign policy actions or statements aligning with domestic conservative agendas on gender and sexuality ,1,Federal Executive,survivors of sexual violence,indirect,https://www.usatoday.com/story/news/politics/2025/02/18/trump-andrew-tate-romania/79063301007/,,Discursive/Symbolic
2/18/2025,A Department of Homeland Security unit eliminated policies prohibiting personnel from conducting intelligence activities based solely on a person’s gender identity or sexual orientation. The Office of Intelligence and Analysis posted an updated policy manual late last week that removes references to those characteristics in sections that set guardrails on gathering intelligence.,Forecast - Hybrid Political/Security Disruption,Signpost - Removal or reinterpretation of institutional safeguards protecting LGBTQIA+ or women's equity,2,Federal Executive,LGBTQ+ individuals,yes,https://news.bgov.com/bloomberg-government-news/trumps-dhs-loosens-sexual-orientation-based-surveillance-policy,,Procedural/Institutional
2/18/2025,"President Trump issued an executive order on Tuesday that seeks greater authority over regulatory agencies that Congress established as independent from direct White House control, part of a broader bid to centralize a president’s power over the government. The order requires independent agencies to submit their proposed regulations to the White House for review, asserts a power to block such agencies from spending funds on projects or efforts that conflict with presidential priorities, and declares that they must accept the president’s and the Justice Department’s interpretation of the law as binding.",Forecast - Political Disruption,Signpost - Increased use of executive orders to circumvent legislative and judicial constraints,4,Federal Executive,federal workforce,yes,https://www.nytimes.com/2025/02/18/us/trump-executive-order-sec-ftc-fcc.html,,Procedural/Institutional
2/18/2025,"A bill published Tuesday by Rep. Nicholeen Peck, R-Tooele, would prohibit any public funds from going toward gender-transition treatments and procedures, effectively blocking transgender Medicaid recipients from care, and potentially closing one of the largest transgender health programs in the state. With “Transgender Medical Procedures Amendments,” or HB521, Utah joins several states that have seen bills introduced in the weeks following the order that would severely reduce adults’ access to gender-affirming care. Currently, according to LGBTQ+ rights-focused think tank Movement Advancement Project, 10 states have Medicaid policies that ban policies’ use toward transgender-related health care.",Forecast - Political Disruption,"Signpost - Legislative or executive actions restricting reproductive, gender, or workplace rights",2,State Government,"Beneficiaries of federal programs, transgender and gender-diverse individuals",no,https://www.sltrib.com/news/politics/2025/02/18/utah-lawmaker-moves-restrict/,,Procedural/Institutional
2/20/2025,Congress strengthens workplace equality protections.,Forecast - Economic Progression,Signpost - State or federal actions,-4,Federal Legislative,Women workers,no,,,Procedural/Institutional
2/21/2025,Corporations announce gender pay gap initiatives.,Forecast - Economic Progression,Signpost - Corporate equality actions,-3,Private Sector,Women entrepreneurs,no,,,Material Impact
2/22/2025,Health agencies expand reproductive education campaigns.,Forecast - Social Progression,Signpost - Federal policy expansion,-3,State Government,Women and girls,no,,,Material Impact
2/23/2025,Civil society advocates for inclusive sex education.,Forecast - Social Progression,Signpost - Civil organizing efforts,-2,State Education,LGBTQ+ youth,no,,,Discursive/Symbolic
